,word,score
174,characters,0.09894235987523037
175,A,-0.5801745770611295
176,lovably,0.3884294506571827
177,old-school,1.1022523583108141
178,Hollywood,0.3353351585525509
179,confection,1.6598540098633088
180,...,-0.014181492703199648
181,solemn,-0.06595499878249321
182,pretension,-0.5476062291907337
183,prevents,-0.23697338761350356
184,us,0.14738736937332947
185,from,0.10245530615380535
186,sharing,0.045242506100411105
187,awe,0.4221196187176346
188,which,-0.3051295977789743
189,holds,0.8714014676434547
190,itself,-0.3340412964240079
191,only,-0.029111060111997867
192,reason,-0.030557962250006794
193,should,-0.013602086012219072
194,see,0.01261742772995911
195,this,0.015670847147932203
196,case,0.011095055295308187
197,masochism,-0.37690230849095896
198,hour,-0.2750184818520823
199,half,-0.8261780156745625
200,blow,-0.9803199874088435
201,One,0.0004974175437102767
202,those,0.0002537965792711012
203,films,0.0023254706297599023
204,seems,-0.01943074326865646
205,tailor,-0.015615038190662405
206,made,-0.0006273288480211616
207,air,0.002388690112336963
208,on,-0.0035382987366397124
209,pay,-0.195469638351861
210,cable,-0.015123557835776225
211,offer,0.024307035294455444
212,modest,0.2816802372808787
213,amusements,-0.10894513595901499
214,when,-0.12120870053381322
215,one,0.0023252478472844482
216,nothing,-0.8242374040905234
217,else,-0.41938705374676966
218,watch,0.10724959352828634
219,thing,-0.009462756456154603
220,read,-0.005314594013874973
221,about,-0.012472777864187254
222,or,-0.25419481306928415
223,rail,-0.040080619924571584
224,against,-0.057369322288495665
225,ongoing,0.03151342055488861
226,-,-0.01479626041126236
227,unprecedented,0.30855928479513706
228,construction,-0.7386543544012346
229,project,0.036797379466670235
230,going,-0.028912149848055874
231,over,-0.9299632201685655
232,our,3.0523872935450043
233,heads,-0.5097374707068605
234,Happily,0.23503123238928225
235,things,-0.7039302187423542
236,immune,0.021565167947145962
237,folly,-0.015616677309245049
238,changing,1.3017639510650998
239,taste,0.1281376646181866
240,attitude,0.8101922316334318
241,Allen,0.14349550719375737
242,funniest,0.32244461632707744
243,most,0.17537534304924515
244,likeable,1.206374888961142
245,years,0.25823961534669226
246,temporal,0.38288318182826886
247,inquiry,0.32698602995576004
248,shoulders,0.2364108466127562
249,philosophical,0.7480991583756997
250,burden,0.13196391102192442
251,lightly,1.7937314884581577
252,trusts,0.4494751911469478
253,sets,1.214100245313892
254,out,-0.1058078398961356
255,tell,0.9950464531700163
256,delightful,0.013109482879964269
257,stimulus,0.002319945600690974
258,optic,0.004962958387951301
259,nerves,0.015679932669073627
260,forgivable,-0.2219994359012195
261,feels,-0.2570384339977929
262,every,0.06821217395059756
263,other,-0.15488190075276603
264,tale,0.5362683480668631
265,totalitarian,-0.8923121870758863
266,tomorrow,1.0838212805562244
267,Daily,8.493561184212656e-05
268,struggles,0.00040396938066853154
269,simple,0.0010104715892608582
270,pleasures,0.0017745984421439552
271,usurp,-0.0016969109464214465
272,preaching,-0.00046260409700894903
273,message,0.0022688590338508655
274,time,0.003018772248612951
275,credits,0.013068052428218083
276,roll,0.037676753383772354
277,across,0.03972082488968312
278,pat,-0.00306987173016785
279,warm,0.9755226099021264
280,fuzzy,0.25720168549599
281,feeling,0.4178883617700473
282,prevails,0.45973051668167914
283,sentimental,0.40107691573195775
284,entirely,0.05978288818889684
285,irresistible,0.7600197102622679
286,portrait,1.4349185405547904
287,three,-0.2517059342593009
288,aging,0.3237035530994067
289,sisters,0.8328479070746404
290,Jae-eun,4.136483092916679e-06
291,Jeong,6.262347378685355e-06
292,Take,1.3913931897303103e-05
293,Care,-2.734006202891149e-06
294,My,1.640572765166751e-05
295,Cat,2.5860788152758118e-05
296,brings,0.0002514654157779845
297,beguiling,0.00035770851125102127
298,freshness,0.0002745780048981531
299,coming-of-age,0.0003497717890108919
300,such,5.1617153268415934e-05
301,buoyant,0.0024784445037992348
302,expressive,0.006142334891968672
303,flow,0.0026070123901920108
304,images,0.011417326094680168
305,emerges,0.02373371343770388
306,another,-0.08513403683320363
307,key,0.0009389214998924983
308,contribution,0.06401913549143684
309,flowering,0.17936708467216433
310,South,-0.2286005314218173
311,Korean,0.5008658310406642
312,large-frame,6.184523250034678e-05
313,IMAX,0.0003546319838303939
314,lends,0.0007497887244308186
315,beautifully,0.0033894240153622738
316,filming,9.386843430898746e-06
317,teeming,0.0029159393626795446
318,life,0.0024514641435395175
319,reefs,0.006334792967056215
320,making,-0.0053720992582216315
321,gorgeous,0.05532247967612529
322,must,0.012126276814568616
323,everyone,0.09109546622232773
324,junior,-0.014688908906411184
325,scientists,0.08590240944951644
326,grown-up,0.7585530248361771
327,fish,-0.39787253662616684
328,lovers,0.9116664070344205
329,In,-0.01971199310611887
330,name,-0.0035202135964727604
331,allegedly,-0.06882756153466352
332,inspiring,0.08026360184333309
333,easily,-0.01604809771459043
334,marketable,0.05810339245762654
335,flick,0.07925052007171719
336,Emperor,0.10379882999245918
337,Club,0.1790739311210788
338,turns,0.25320760825180777
339,blind,-0.11992261845571842
340,eye,0.6718599080848049
341,very,0.49492822161927663
342,history,0.5782980244692077
343,pretends,-1.6357934631616047
344,teach,0.2433466577846109
345,premise,-0.30892369592075586
346,just,-0.1513761894118308
347,SOOOOO,0.0522636509916685
348,tired,-2.7847347590907674
349,About,0.2655777958608879
350,crowdpleaser,0.468820604609889
351,they,0.05950928057462938
352,possibly,-0.7879754211105658
353,come,0.32026143070077473
354,Naipaul,-1.1597184461072607
355,fans,1.8866807122897165
356,may,0.08724971349690377
357,be,-0.22917718407408708
358,disappointed,-1.5551963419584869
359,Plays,-0.333009280360958
360,glossy,-0.032664262946048864
361,melodrama,0.327479698017472
362,occasionally,0.31298878362564353
363,verges,-1.0032393558498829
364,camp,-0.34317500600993767
365,Rehearsals,0.15204918853731653
366,frequently,0.1474745040107316
367,more,0.05983893662682499
368,fascinating,3.5597236700336636
369,than,-0.46078319744177876
370,results,0.3072624840008594
371,Enough,-0.3253602357286054
372,said,0.034317112591490236
373,except,-1.291712628794635
374,Film,-0.5179508701746611
375,overboard,-2.117399668300238
376,!,0.9365599604771098
377,irritates,-0.0005006004543229244
378,saddens,-0.00019919746367603265
379,me,-0.000298156249172224
380,Martin,0.00020285732318086935
381,Lawrence,-0.0029772464843844165
382,latest,0.0003525730956118232
383,vehicle,6.818536632201539e-05
384,can,0.0014410988318770534
385,explode,-0.004729681765807627
386,obnoxiously,-0.010459581587046698
387,"2,500",-0.0011967914396285217
388,screens,0.009222872323585415
389,something,0.0027152220766550154
390,Bubba,-0.013023747708452896
391,Ho-Tep,-0.017175900749409265
392,clearly,-0.035341914167003094
393,evident,0.07167942245687361
394,quality,0.17800695246795195
395,end,0.006806394496729986
396,languishing,-0.5115371223407226
397,shelf,-0.5836615920258696
398,somewhere,-0.6603516886648422
399,An,-0.010528520541830583
400,engrossing,0.16980224383276016
401,combines,0.07208551779345193
402,drama,0.0359114203836792
403,sociological,0.01136976257517774
404,reflection,0.3398617890658672
405,high-octane,-0.11549509918931797
406,thriller,0.13255291822255655
407,Though,4.1988442464813396e-05
408,intrepid,0.00020819703070695851
409,exploring,0.0001553439280652423
410,attraction,0.0002499309763775443
411,crosses,0.0005667673905280555
412,sexual,0.000509876506333463
413,identity,0.0005199353297310884
414,Ozpetek,0.0021035916031315717
415,falls,-0.005734800834323923
416,short,-0.011195806655318108
417,showing,0.0016416678673665782
418,Antonia,0.0032006591829301075
419,true,0.021342202880715103
420,emotions,0.03724498668557209
421,But,-0.0037983490215440577
422,at,0.015610738348489854
423,least,0.003456824671167111
424,His,0.14234068532934105
425,Secret,0.21775941629770465
426,Life,0.3085027352628509
427,leave,0.12938358527484156
428,thinking,-0.29393443973850447
429,Mr.,-0.0035219027433966107
430,Deeds,0.01872017113886021
431,sure,-0.020023045223176383
432,lot,0.03101862308240084
433,laughs,0.31369227750891304
434,sweet,1.3048851557633514
435,romantic,0.2446926055717959
436,comedy,0.003072229551297329
437,Fifty,0.007645059768528159
438,after,0.0019155497396725106
439,fact,-0.012769245521849987
440,world,0.02256293756316799
441,political,-0.0022811619143357216
442,situation,-0.0469768846709704
443,different,0.06464923650623697
444,director,0.028891576075496618
445,Phillip,0.08337961174835429
446,Noyce,0.3471457015685366
447,allegory,-0.32009805948473835
448,remarkable,2.177524903359765
449,skill,1.0577471544636303
450,hard,-0.0004928418975863007
451,care,-2.5107338592495837e-05
452,proposes,-0.0008282844153125752
453,epic,0.0014377086747039834
454,tragedy,0.0036584492636297806
455,plight,-0.0012152863989497954
456,callow,-0.025240476187887773
457,rich,0.011881413448241743
458,boy,-0.0035421292756751804
459,who,0.004248033098641731
460,forced,-0.04027116523040107
461,choose,0.002229012627032123
462,between,0.008482718670419675
463,beautiful,0.27367359767472854
464,self-satisfied,-0.41636870606061005
465,22-year-old,-0.007557498293654251
466,girlfriend,-0.08277491021603076
467,equally,0.6159513049047816
468,18-year-old,-0.3424730089125012
469,mistress,-0.5391662120308334
470,Rich,4.104906409277638e-05
471,shadowy,4.149445751202343e-05
472,metaphor,8.83926563790858e-05
473,sharp,0.0003272313183806311
474,samurai,0.00028552218262900894
475,sword,0.0007620088073060744
476,Jiang,0.0006829633536132858
477,Wen,0.0009836121706956649
478,Devils,0.001645203728644152
479,Doorstep,0.0036365718425387323
480,wartime,0.018644403851715532
481,farce,-0.021950519105636043
482,alternately,0.09778332024125191
483,comic,0.0452531150773032
484,gut-wrenching,0.5391283114727053
485,style,0.09512488112861134
486,Joseph,0.24906843485340102
487,Heller,0.25157331798840227
488,Kurt,0.0662397420256576
489,Vonnegut,0.43620117253765334
490,``,0.004599876114020178
491,'',0.0018802798561377491
492,suitable,0.03187299971166004
493,summer,0.06442659754744164
494,offers,0.046060641441322506
495,escapism,0.08726223978097301
496,without,-0.2369352499215262
497,requiring,0.05873429299041971
498,great,0.2878799494832209
499,deal,0.34224627231259924
500,thought,0.5556130292496556
501,Davis,-0.014515820219194026
502,gets,0.005087887268537542
503,vivid,0.2224939840757585
504,performances,0.030638394771920104
505,her,0.026131493128057494
506,cast,0.02701982239896121
507,pulls,0.2696973198786876
508,off,-0.047518299774943165
509,deft,1.1123720979012375
510,Ally,0.17126884947447307
511,McBeal-style,0.25048864152437195
512,fantasy,0.2864015300012966
513,sequences,0.34421927673068775
514,type,0.029503046349191927
515,lives,0.19179805404713812
516,comedy-drama,0.1894806213975337
517,resembles,-0.5562729717673353
518,ones,0.7040576978229345
519,formulaic,-1.3464462874390302
520,mainstream,0.3990435317304313
521,movies,0.4466738477326312
522,Alan,0.012989514146736079
523,fellow,0.0005460720039854564
524,survivors,0.01744986087996423
525,idiosyncratic,0.14392107650194313
526,lift,0.07080538775383105
527,above,0.1991469905459615
528,playwriting,0.24221164595420985
529,101,-0.49638214132100494
530,hits,0.0003276254184540312
531,cliche,-0.06753535807930415
532,we,0.003951805676489313
533,'ve,0.003151248485175075
534,expect,0.014062072010797618
535,including,0.011278812658223015
536,assumption,-0.12730887260343698
537,crazy,-0.1578516567076714
538,innocent,0.18311844688963244
539,childlike,0.33752630300707487
540,inherently,-1.078278729924182
541,funny,1.195143834414428
542,unnecessary,-0.04733277759274901
543,retread,-0.0681714949270061
544,stale,-0.1243098948987845
545,copy,-0.08147656044626676
546,picture,0.06786398780134581
547,was,-0.010176229025517501
548,begin,-0.23345931342884432
549,Too,-0.5095523748062482
550,clumsy,-0.7105682821438369
551,moments,0.5260816079213244
552,make,0.30335249635171146
553,splash,0.1494097340729544
554,clumsily,-0.27120762785474994
555,manufactured,-0.1963861702708796
556,exploitation,-0.19722034844967454
557,style-free,-0.09878149190320096
558,exercise,-0.6678874381735844
559,manipulation,-0.4098258611622645
560,mayhem,0.7004335195507235
561,energizing,0.005740452366999593
562,intoxicating,0.009857638034337594
563,documentary,0.0019895694280267964
564,charting,0.0031025583646534707
565,rise,0.0016421411911846844
566,hip-hop,0.005616437754114314
567,culture,0.015227152470932469
568,general,0.00899399080102143
569,art,0.0511874535826031
570,scratching,-0.44222608178095846
571,turntablism,0.24321139426522845
572,particular,-0.6866669691471465
573,You,0.4617206502755181
574,desert,-0.1890980841585352
575,rain,-2.433476034545615
576,idea,-0.8058068492685773
577,small,0.3894312396436223
578,shriveled,-2.8626071398565864
579,I,-0.026152678061755943
580,'d,-0.062086081928870086
581,pressed,-0.16701935032129506
582,cloyingly,-0.09885250452332155
583,sappy,-1.4444442623563951
584,Evelyn,0.009425497996604533
585,year,1.30805826402282
586,Some,-0.006760448087669004
587,Body,-0.00016683188709848084
588,often,0.0031249753649993535
589,looks,0.0008204114386029516
590,episode,-0.007401524206420858
591,TV,-0.119610743189671
592,show,0.005994771152972702
593,Blind,-0.028949529627367545
594,Date,-0.039926480469823535
595,less,-0.34355533157180507
596,technically,-0.06865434752584677
597,proficient,-0.19611692549351817
598,pop-up,-0.8721142059790485
599,comments,-0.3053839007150888
600,tiresome,-0.32960779743574703
601,9,0.004060127547990184
602,seconds,-0.12197087441479362
603,Jesse,0.01311034608199885
604,Helms,-0.0732842550522059
605,anti-,-0.36118520326642994
606,Castro,0.07256975914585118
607,rhetoric,-0.28531560826262714
608,included,0.22435386991973794
609,Full,-0.00024311195765341144
610,Frontal,-0.006367685057857985
611,opens,0.000213965687071545
612,today,0.000731337001242323
613,nationwide,0.002451780558783966
614,could,-0.0036953367618641816
615,almost,0.005071380896382282
616,classified,-0.013752234867092601
617,movie-industry,-0.011746071536638421
618,satire,0.015171793976284802
619,lacks,-0.2126269135971172
620,generous,0.2517748213567547
621,inclusiveness,0.1618611166247308
622,genre,0.4998334668641853
623,definitive,-0.33871651884551324
624,disingenuous,-1.5524268705551751
625,good,0.5689878340174365
626,Sonny,-0.15195092416419928
627,missed,-2.0494589837125186
628,point,-0.26653596036420146
629,For,0.09161008294050405
630,power,0.12024359563042866
631,poetry,0.2708142864915797
632,passion,0.6284226357724114
633,precious,0.07348256492554325
634,either,-1.8680179835130206
635,Nothing,-0.12353634190157957
636,wonderful,0.1432293344743456
637,ten-year-old,0.1135964121597859
638,female,0.04828566317128014
639,protagonist,0.0951048143282769
640,steadfast,0.4385311438847106
641,refusal,-0.1809982997182389
642,set,0.023788728862808983
643,dualistic,0.7442787563489293
644,battle,-0.019375941811443566
645,evil,0.4028565794527803
646,Equlibrium,-0.025901610992210902
647,pass,-0.15607267610455966
648,thirteen-year-old,-0.08486378736264219
649,book,0.02021160144763959
650,report,-0.040606711226347014
651,themes,0.42331527911497785
652,1984,-0.01143063116770072
653,Farenheit,-0.3908455806235619
654,451,-0.938185755920312
655,Imagine,-0.006489133193814436
656,Kevin,0.00039820709970731026
657,Smith,0.0008019680482618157
658,blasphemous,-0.010439997574457138
659,bad,-0.021325113257818173
660,suburban,0.004596795712963677
661,Jersey,-0.009407796297698896
662,were,-0.06057895015880438
663,stripped,-0.07228027987753155
664,budget,-0.06481388052401822
665,humor,0.5852625999905325
666,Neither,-0.01327876027072595
667,Eddie,-0.07517852650632988
668,Murphy,-0.030894951342426064
669,nor,-0.43412391094628733
670,Robert,0.06921380730114321
671,De,-0.002610314454195512
672,Niro,0.041343020165079236
673,ever,0.05745331819228317
674,Showtime,-0.29650363311835304
675,nevertheless,0.8061525156515207
676,efficiently,0.6695142146232937
677,amusing,2.12507283741453
678,Thumbs,-0.02080738646162988
679,Paxton,0.05610426676973089
680,falling,-0.13663564617883087
681,trap,-0.01896738630264825
682,vanity,-0.12296466343982634
683,likely,-2.031394695034061e-05
684,weep,0.03646656101397504
685,do,-0.16748879980734946
686,way,0.027282071645774744
687,feel,0.13885120238050236
688,sucker,-0.8059436014721918
689,Terrific,6.176934261989029e-05
690,Nadia,3.637306406735876e-05
691,Russian,8.619114497716764e-05
692,mail-order,3.081284616153589e-05
693,bride,0.00025870306551337076
694,comes,-0.00047036546692971336
695,America,0.0016846345608996275
696,speaking,-7.754793216927417e-05
697,word,-0.002874611054276244
698,English,0.007482205705607067
699,Kidman,0.021940641930328554
700,together,0.012175934580101657
701,supremely,0.45279678392056105
702,kittenish,0.32249565862190493
703,performance,0.30027678850393147
704,gradually,0.09937276698550568
705,accumulates,-0.09993904698034595
706,layers,0.9881042227899717
707,Barely,-0.0003441315368525173
708,manages,0.0011356378724004963
709,few,0.0005319020899757067
710,seemingly,-0.014109522866245576
711,eternal,0.004381550654208487
712,running,-0.0035339687675901015
713,pique,0.0005425008304576338
714,your,0.002336214156742088
715,interest,-0.0063586108631352445
716,imagination,0.04102868476895408
717,empathy,0.1333376602355117
718,anything,-0.1378817864012475
719,really,-0.01416785500142258
720,save,-0.5414731881599064
721,disgust,-0.4471447695341999
722,indifference,-1.217782154585402
723,Very,-8.540401626400178e-05
724,home,0.005217797037597071
725,video,0.00012524092143289804
726,devoid,-0.19072660856230167
727,artifice,0.012630521233652528
728,purpose,-0.034581672635250554
729,appears,-0.26434681635320456
730,been,-0.14028823663630585
731,edited,0.17808243753735825
732,raucous,-0.03889985711979277
733,ethnic,0.09492519252370163
734,sitcom,-0.042699027534294755
735,wise,0.32383372928593657
736,send,-0.7639207541123976
737,regrets,-0.4647953073462199
738,nice,0.21122504163703715
739,Piscopo,0.016115632900513335
740,again,-0.006553910321362795
741,these,0.04489266146201594
742,Chaykin,0.16043510268024508
743,Headly,0.26084017710355173
744,priceless,1.6095532068065248
745,Uplifting,0.03195284321344968
746,document,0.08291627110663088
747,worst,-0.732963083693813
748,possibilities,0.1503192023735045
749,mankind,0.387880744098116
750,among,0.3456810543772085
751,best,2.8328970236854008
752,enthralling,0.07780758783003733
753,aesthetic,0.014368078477637592
754,experience,0.0073510648353079435
755,steeped,0.0865382914864069
756,mystery,0.04032832160995788
757,ravishing,0.9496945029802846
758,baroque,0.44818674971945816
759,Jacquot,6.21550066021388e-05
760,strategy,9.960204975997045e-06
761,allows,0.00029236595765923685
762,benefit,0.000501971676080458
763,being,-0.00014609882977189008
764,able,0.0006530682574457949
765,full,0.0018838511784313597
766,demonstrating,0.0016856614614825017
767,vividly,0.046474204847753775
768,opera,0.04560773920542533
769,reside,0.0580805737203829
770,primarily,0.18215152394099077
771,music,0.29884637480947907
772,If,0.002767095459082802
773,value,0.03606908210216073
774,money,-0.4839704182410013
775,find,0.013711492035212727
776,escape,-0.08117477976095008
777,clause,-0.26865174297467953
778,avoid,-0.1209619358365175
779,seeing,0.2700628789116717
780,trite,-1.198512629501176
781,predictable,-1.1301585129184482
782,rehash,-1.3457144738573508
783,Aside,1.0768969760693994e-06
784,idiotically,0.00010224519694750637
785,uses,0.00015125489268565042
786,website,-1.1634869889022174e-05
787,feardotcom.com,-0.0003696625788355491
788,improperly,-0.0044862439527425056
789,hammy,-0.0022895704163479825
790,poor,-0.02343967397893435
791,Stephen,-0.0031765935835992975
792,Rea,-0.003028922615567564
793,added,0.015096984620608928
794,disdain,0.014986327466331287
795,nearly,-0.2019103709750838
796,impossible,0.06724216068816978
797,look,0.8722147647080386
798,understand,0.08766972046061573
799,infantilized,0.1670069999466232
800,infantile,-0.8342268376880122
801,Without,-0.002893027595681172
802,resorting,0.0011193108044287334
803,parody,-0.006929060747177807
804,Haynes,0.011660790067825545
805,Sirk,0.013614262925420745
806,differently,0.03895026730794804
807,transformed,0.1300281885829636
808,provocative,1.6990427632505734
809,strange,1.236032856025163
810,larded,-0.018664294690487828
811,exposition,-0.004779748401433876
812,somber,0.032933062240244004
813,cop,-0.021079225546846422
814,ultimately,-0.058973884117200975
815,flat,-0.4063131294003519
816,scruffy,-0.27596647540153496
817,sands,-0.21653502486296555
818,titular,0.01594246899873971
819,community,0.7798408425276089
820,still,1.7478809136582725
821,terrible,-2.5264979064583244
822,Everybody,0.002865079069127449
823,loves,0.020902777073125982
824,David,0.0006193716254292289
825,Goliath,0.011405709559788223
826,told,0.04200160146083412
827,view,0.40647634172481295
828,Sad,0.0023350295492898902
829,say,-0.03087095813254366
830,accurately,0.1215576236811576
831,reflects,0.0784435626298831
832,rage,0.0798049659905026
833,alienation,0.031131941192696015
834,fuels,-0.015249343505860975
835,self-destructiveness,0.34777769290908556
836,many,0.5651802998302254
837,young,0.7287584312587387
838,Tries,-0.0054367242753299095
839,too,-0.027450577522739345
840,loud,-0.13396166402076187
841,goofy,0.003545527412767746
842,attention,-0.054722311475218804
843,span,-0.17447830066868153
844,Bernard,0.3817078714862938
845,Rose,0.715695624913125
846,Feels,-0.1145226639963903
847,times,0.0019796444091861832
848,giant,0.00600044569554835
849,commercial,-0.004667181529139867
850,Universal,-0.04777136787894487
851,Studios,-0.1071239790101513
852,where,-0.14573630608594434
853,takes,0.04889103763877356
854,Even,1.1703460458020996e-05
855,Invincible,-2.004012650933465e-06
856,quite,0.00020417133742664975
857,career,0.000139255542434442
858,peak,0.00015657484277891397
859,Pianist,0.0007831458787030974
860,Roman,0.000707094204097646
861,Polanski,0.0028865511645804953
862,demonstrates,0.005784953236501222
863,Werner,0.0012893146905449185
864,Herzog,-0.002066915398747527
865,wonder,0.041542938695525604
866,diverse,0.16417331200992602
867,marvelously,0.8141258909540634
868,twisted,0.20859725898554232
869,shapes,0.3761743616356274
870,taken,-0.20782489364190349
871,bodice-ripper,0.12337927585732741
872,intellectuals,0.8277875307106335
873,Parris,0.1459712338892667
874,credible,0.4485788505611762
875,remarkably,1.440690342693242
876,mature,0.20324615376018024
877,Barney,-0.004170727161337269
878,ideas,0.0016505517682375826
879,creation,0.001606191684426079
880,seem,-0.007147851052875393
881,profound,0.030378243402299075
882,what,0.0394474259179315
883,gleaned,0.007112111922540085
884,three-hour,0.007701101863296465
885,endurance,-0.027553720377950765
886,test,-0.39507110107432364
887,built,-0.22327589053900604
888,around,0.09015609376586277
889,worth,1.5404722412678367
890,actual,-0.5586455421148318
891,material,-0.7297540087805356
892,Another,0.043607538421748325
893,useless,-0.5468067164603179
894,recycling,-0.5161208962858803
895,brutal,0.2486501235929951
896,mid,0.025668387204526313
897,'70s,0.25846746914029706
898,American,0.44143291663573536
899,sports,0.43234669713425644
900,Here,-0.14629548015795996
901,Earth,-0.021664179067402874
902,surprisingly,0.8883362206147266
903,similar,-0.24156305875314932
904,teen,0.04108776345009579
905,better,-0.8526345105235368
906,Watts,0.050296904579737886
907,lend,0.0025339929745871233
908,credibility,-0.10028200315772182
909,scenario,-0.1210515484802551
910,presence,0.6293006132012487
911,succeeds,2.0727816146337172
912,bottom,-0.0033821670562545056
913,line,1.9341361808219256e-07
914,Nemesis,-0.0007023234461936546
915,same,-0.000526665104291922
916,series,-0.017447240611929697
917,Fans,0.047176026384670854
918,undoubtedly,0.21028258070779327
919,enjoy,0.4300368789871946
920,uncommitted,0.14934554025108376
921,need,-0.1740572457170587
922,waste,-1.6525418837420194
923,their,1.295976334585116
924,loved,0.47823920244840035
925,sight,0.15264482533157075
926,even,-0.07298499370382969
927,important,0.39174569494158884
